province,city,district
西藏,山南,"浪卡子,错那,隆子,加查,洛扎,措美,曲松,琼结,桑日,贡嘎,扎囊,乃东"
西藏,日喀则,"定日,江孜,南木林,日喀则,岗巴,萨嘎,聂拉木,吉隆,亚东,仲巴,定结,康马,仁布,白朗,谢通门,昂仁,拉孜,萨迦"
西藏,那曲,"尼玛,巴青,班戈,索县,申扎,安多,聂荣,比如,嘉黎,那曲"
西藏,阿里,"措勤,改则,革吉,日土,噶尔,札达,普兰"
西藏,林芝,"林芝,朗县,察隅,波密,墨脱,米林,工布江达"
陕西,西安,"高陵,户县,周至,蓝田,长安,临潼,阎良,雁塔,未央,灞桥,莲湖,碑林,新城"
陕西,铜川,"宜君,耀州,印台,王益"
陕西,宝鸡,"扶风,岐山,凤翔,陈仓,金台,渭滨,太白,凤县,麟游,千阳,陇县,眉县"
陕西,咸阳,"兴平,武功,淳化,旬邑,长武,彬县,永寿,礼泉,乾县,泾阳,三原,渭城,杨凌,秦都"
陕西,渭南,"韩城,富平,白水,蒲城,澄城,合阳,大荔,潼关,华县,临渭,华阴"
陕西,延安,"黄陵,黄龙,宜川,洛川,富县,甘泉,吴起,志丹,安塞,子长,延川,延长,宝塔"
陕西,汉中,"佛坪,留坝,镇巴,略阳,宁强,勉县,西乡,洋县,城固,南郑,汉台"
陕西,榆林,"横山,府谷,神木,榆阳,子洲,佳县,清涧,米脂,吴堡,绥德,定边,靖边"
陕西,安康,"白河,旬阳,镇坪,平利,岚皋,紫阳,宁陕,石泉,汉阴,汉滨"
陕西,商洛,"柞水,镇安,山阳,商南,丹凤,洛南,商州"
甘肃,兰州,"永登,红古,安宁,西固,七里河,城关,榆中,皋兰"
甘肃,嘉峪关,
甘肃,金昌,"永昌,金川"
甘肃,白银,"景泰,会宁,靖远,平川,白银"
甘肃,天水,"张家川,武山,甘谷,秦安,清水,麦积,秦州"
甘肃,武威,"天祝,古浪,民勤,凉州"
甘肃,张掖,"山丹,高台,临泽,民乐,肃南,甘州"
甘肃,平凉,"静宁,庄浪,华亭,崇信,灵台,泾川,崆峒"
甘肃,酒泉,"敦煌,玉门,阿克塞,肃北,瓜州,金塔,肃州"
甘肃,庆阳,"镇原,宁县,正宁,合水,华池,环县,庆城,西峰"
甘肃,定西,"漳县,临洮,渭源,陇西,通渭,安定,岷县"
甘肃,陇南,"两当,徽县,礼县,西和,康县,宕昌,文县,成县,武都"
甘肃,临夏,"积石山,和政,广河,永靖,康乐,临夏"
甘肃,甘南,"夏河,碌曲,玛曲,迭部,舟曲,卓尼,临潭,合作市"
青海,西宁,"湟源,湟中,大通"
青海,海东,"循化,化隆,互助,乐都,民和,平安县"
青海,海北,"刚察,海晏,祁连,门源"
青海,黄南,"河南蒙古族自治县,泽库,尖扎,同仁"
青海,海南,"贵南,兴海,贵德,同德,共和"
青海,果洛,"玛多,久治,达日,甘德,班玛,玛沁"
青海,玉树,"治多,称多,杂多,玉树,曲麻莱,囊谦"
青海,海西,"天峻,都兰,乌兰,德令哈,格尔木"
宁夏,银川,"灵武,金凤,贺兰,西夏,永宁,兴庆"
宁夏,石嘴山,"平罗,惠农,大武口"
宁夏,吴忠,"青铜峡,同心,盐池,利通"
宁夏,固原,"彭阳,泾源,隆德,西吉,原州"
宁夏,中卫,"海原,中宁,沙坡头"
新疆,乌鲁木齐,"乌鲁木齐,米东,达坂城,头屯河,水磨沟,新市,沙依巴克,天山"
新疆,克拉玛依,"乌尔禾,白碱滩,克拉玛依,独山子"
新疆,吐鲁番,"托克逊,鄯善,吐鲁番"
新疆,哈密,"伊吾,巴里坤,哈密"
新疆,昌吉,"木垒,吉木萨尔,奇台,玛纳斯,呼图壁,阜康,昌吉"
新疆,博尔塔拉,"温泉,精河,博乐"
新疆,巴音郭楞,"尉犁,轮台,库尔勒,博湖,和硕,和静,焉耆,且末,若羌"
新疆,阿克苏,"柯坪,阿瓦提,乌什,拜城,新和,沙雅,库车,温宿,阿克苏"
新疆,克孜勒苏柯尔克孜自治州,"乌恰,阿合奇,阿克陶,阿图什"
新疆,喀什,"塔什库尔干,巴楚,伽师,岳普湖,麦盖提,叶城,莎车,泽普,英吉沙,疏勒,疏附,喀什"
新疆,和田,"和田,民丰,于田,策勒,洛浦,皮山,墨玉,和田"
新疆,伊犁,"尼勒克,特克斯,昭苏,新源,巩留,霍城,察布查尔锡伯,伊宁,奎屯,伊宁"
新疆,塔城,"和布克赛尔,裕民,托里,沙湾,额敏,乌苏,塔城"
新疆,阿勒泰,"吉木乃,青河,哈巴河,福海,富蕴,布尔津,阿勒泰"
新疆,石河子,
新疆,五家渠,
新疆,图木舒克,
新疆,阿拉尔,
